timestamps,Eng_ctMisfCatThd,Eng_ctMisfEmiThd,Eng_tqAlt,Eng_bMisfFirstIntlCyc
0.0,0,210,0.0,b'TRUE'
0.036164948061923496,0,210,0.0,b'TRUE'
0.0746218928397866,0,210,0.0,b'TRUE'
0.09938485726888757,0,210,0.0,b'TRUE'
0.12122482591075823,0,210,0.0,b'TRUE'
0.15271578068495728,0,210,0.0,b'TRUE'
0.1771237456414383,0,210,0.0,b'TRUE'
0.19946871355932672,0,210,0.0,b'TRUE'
0.2255366761237383,0,210,0.0,b'TRUE'
0.24601964670000598,0,210,0.0,b'TRUE'
0.26214462355710566,0,210,0.0,b'TRUE'
0.28232859456329606,0,210,0.0,b'TRUE'
0.2980575719848275,0,210,0.0,b'TRUE'
0.3121125517936889,0,210,0.0,b'TRUE'
0.3283915284118848,0,210,0.0,b'TRUE'
0.3420485088136047,0,210,0.0,b'TRUE'
0.35364649214898236,0,210,0.0,b'TRUE'
0.36655947360850405,0,210,0.0,b'TRUE'
0.3782574568176642,0,210,0.0,b'TRUE'
0.38875644173822366,0,210,0.0,b'TRUE'
0.40005242550978437,0,210,0.0,b'TRUE'
0.41104540972446557,0,210,0.0,b'TRUE'
0.4204473962308839,0,210,0.0,b'TRUE'
0.43048738180368673,0,210,0.0,b'TRUE'
0.4402283678209642,0,210,0.0,b'TRUE'
0.44901935519010294,0,210,0.0,b'TRUE'
0.4581633420602884,0,210,0.0,b'TRUE'
0.46719832909002434,0,210,0.0,b'TRUE'
0.4752943174680695,0,210,0.0,b'TRUE'
0.48397830499743577,0,210,0.0,b'TRUE'
0.4923662929504644,0,210,0.0,b'TRUE'
0.5000522819173057,0,210,0.0,b'TRUE'
0.5080452704278287,0,210,0.0,b'TRUE'
0.5161872587486869,0,210,0.0,b'TRUE'
0.5235692481364822,0,210,0.0,b'TRUE'
0.5310992373269983,0,210,0.0,b'TRUE'
0.5390342259343015,0,210,0.0,b'TRUE'
0.5460202159010805,0,210,0.0,b'TRUE'
0.5530962057382567,0,210,0.0,b'TRUE'
0.5605311950639589,0,210,0.0,b'TRUE'
0.5672631853958592,0,210,0.0,b'TRUE'
0.5741881754511269,0,210,0.0,b'TRUE'
0.5813741651363671,0,210,0.0,b'TRUE'
0.5880591555323917,0,210,0.0,b'TRUE'
0.5947411459346768,0,210,0.0,b'TRUE'
0.6020211354771163,0,210,0.0,b'TRUE'
0.6083091264590621,0,210,0.0,b'TRUE'
0.614740117220208,0,210,0.0,b'TRUE'
0.6219691068399698,0,210,0.0,b'TRUE'
0.6281060980254551,0,210,0.0,b'TRUE'
0.63438508901163,0,210,0.0,b'TRUE'
0.6412620791379595,0,210,0.0,b'TRUE'
0.6474450702517061,0,210,0.0,b'TRUE'
0.6536170613981085,0,210,0.0,b'TRUE'
0.6603020517941331,0,210,0.0,b'TRUE'
0.6664400429726811,0,210,0.0,b'TRUE'
0.672512034259853,0,210,0.0,b'TRUE'
0.6792020246502943,0,210,0.0,b'TRUE'
0.6852390159765491,0,210,0.0,b'TRUE'
0.6913140072574606,0,210,0.0,b'TRUE'
0.6980489975831006,0,210,0.0,b'TRUE'
0.7040229890117189,0,210,0.0,b'TRUE'
0.7100029804132646,0,210,0.0,b'TRUE'
0.7161809715471463,0,210,0.0,b'TRUE'
0.7220569631172111,0,210,0.0,b'TRUE'
0.7280319545243401,0,210,0.0,b'TRUE'
0.7342579455871601,0,210,0.0,b'TRUE'
0.7401339371572249,0,210,0.0,b'TRUE'
0.7460609286354156,0,210,0.0,b'TRUE'
0.7522839197044959,0,210,0.0,b'TRUE'
0.7581229113129666,0,210,0.0,b'TRUE'
0.7640449028112926,0,210,0.0,b'TRUE'
0.7701798956695711,0,210,0.0,b'TRUE'
0.7760568908561254,0,210,0.0,b'TRUE'
0.7820308859663783,0,210,0.0,b'TRUE'
0.7880178810592042,0,210,0.0,b'TRUE'
0.793941876210738,0,210,0.0,b'TRUE'
0.7996188715769676,0,210,0.0,b'TRUE'
0.8056988665921381,0,210,0.0,b'TRUE'
0.8114718618744519,0,210,0.0,b'TRUE'
0.817298857102287,0,210,0.0,b'TRUE'
0.8234208520880202,0,210,0.0,b'TRUE'
0.8291978473571362,0,210,0.0,b'TRUE'
0.8350748425582424,0,210,0.0,b'TRUE'
0.8411488375859335,0,210,0.0,b'TRUE'
0.8470268327655504,0,210,0.0,b'TRUE'
0.8529478279233444,0,210,0.0,b'TRUE'
0.8590258229523897,0,210,0.0,b'TRUE'
0.8646058183803689,0,210,0.0,b'TRUE'
0.8703768136620056,0,210,0.0,b'TRUE'
0.8764518086827593,0,210,0.0,b'TRUE'
0.8822288039664272,0,210,0.0,b'TRUE'
0.8881057991529815,0,210,0.0,b'TRUE'
0.8942287941463292,0,210,0.0,b'TRUE'
0.9000577893748414,0,210,0.0,b'TRUE'
0.9059917845152086,0,210,0.0,b'TRUE'
0.9120137795835035,0,210,0.0,b'TRUE'
0.9180487746489234,0,210,0.0,b'TRUE'
0.9237187700055074,0,210,0.0,b'TRUE'
0.9299947648687521,0,210,0.0,b'TRUE'
0.9356217602617107,0,210,0.0,b'TRUE'
0.9414947554614628,0,210,0.0,b'TRUE'
0.9475807504786644,0,210,0.0,b'TRUE'
0.9534037457051454,0,210,0.0,b'TRUE'
0.9593337408587104,0,210,0.0,b'TRUE'
0.9655117358051939,0,210,0.0,b'TRUE'
0.9713857309980085,0,210,0.0,b'TRUE'
0.9773117261356674,0,210,0.0,b'TRUE'
0.9834847210877342,0,210,0.0,b'TRUE'
0.9894247162301326,0,210,0.0,b'TRUE'
0.995351711375406,0,210,0.0,b'TRUE'
1.0015267063281499,0,210,0.0,b'TRUE'
1.0074557014741004,0,210,0.0,b'TRUE'
1.0133766966318944,0,210,0.0,b'TRUE'
1.019609691516962,0,210,0.0,b'TRUE'
1.0255376866698498,0,210,0.0,b'TRUE'
1.0315586817450821,0,210,0.0,b'TRUE'
1.0380386764445575,0,210,0.0,b'TRUE'
1.0440126715548104,0,210,0.0,b'TRUE'
1.04999166665948,0,210,0.0,b'TRUE'
1.0562676615227247,0,210,0.0,b'TRUE'
1.0622946565854363,0,210,0.0,b'TRUE'
1.0683706516138045,0,210,0.0,b'TRUE'
1.074701646430185,0,210,0.0,b'TRUE'
1.0807276414998341,0,210,0.0,b'TRUE'
1.0870116363657871,0,210,0.0,b'TRUE'
1.0931336313515203,0,210,0.0,b'TRUE'
1.0992136263666907,0,210,0.0,b'TRUE'
1.1053416213544551,0,210,0.0,b'TRUE'
1.1117146161413984,0,210,0.0,b'TRUE'
1.1180056109878933,0,210,0.0,b'TRUE'
1.1240276060707401,0,210,0.0,b'TRUE'
1.1303036009339849,0,210,0.0,b'TRUE'
1.136386595942895,0,210,0.0,b'TRUE'
1.142510590943857,0,210,0.0,b'TRUE'
1.148991585636395,0,210,0.0,b'TRUE'
1.1550305806886172,0,210,0.0,b'TRUE'
1.1610035758058075,0,210,0.0,b'TRUE'
1.1672895706578856,0,210,0.0,b'TRUE'
1.1733135657268576,0,210,0.0,b'TRUE'
1.179441560714622,0,210,0.0,b'TRUE'
1.1860235553322127,0,210,0.0,b'TRUE'
1.1920005504362052,0,210,0.0,b'TRUE'
1.1981305454100948,0,210,0.0,b'TRUE'
1.2045595401577884,0,210,0.0,b'TRUE'
1.2106835351441987,0,210,0.0,b'TRUE'
1.2170125299599022,0,210,0.0,b'TRUE'
1.2231845249189064,0,210,0.0,b'TRUE'
1.2292665199347539,0,210,0.0,b'TRUE'
1.2353915149142267,0,210,0.0,b'TRUE'
1.2420185094961198,0,210,0.0,b'TRUE'
1.248000504609081,0,210,0.0,b'TRUE'
1.2540734996291576,0,210,0.0,b'TRUE'
1.26055549432931,0,210,0.0,b'TRUE'
1.2666834893170744,0,210,0.0,b'TRUE'
1.2730064841307467,0,210,0.0,b'TRUE'
1.279294478983502,0,210,0.0,b'TRUE'
1.2854774739244021,0,210,0.0,b'TRUE'
1.291652468877146,0,210,0.0,b'TRUE'
1.2980314636515686,0,210,0.0,b'TRUE'
