timestamps,DiagIf_ctIumprDenom,DiagIf_tiIumprEngOnCum,DiagIf_tiIumprIdl,DiagIf_tiIumprVehSpdCum,Eng_ctMisfAdpPlausAbs,Eng_ctMisfAdpPlausNvm,Eng_ctMisfAdpPlausRel,Eng_ctMisfEmiIntl,Eng_ctMisfTiAdpRst,Exh_facOxiCat1Bnk1,Veh_pEnvLstDcy,Veh_tiEngOffEngSpdCyc,Air_bCAir_bChkCycCmpl_pEnvhk,Veh_bDiagEcuOffFin
0.0,5,0.0,0.0,0.0,0,0,0,0,0,0.0,957.4609375,271,b'FALSE',b'TRUE'
1.0015202591894194,5,0.0,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
2.0015973742847564,5,0.0,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
3.0013695277739316,5,0.0,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
4.002842160873115,5,0.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
5.001288911647862,5,1.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
6.00166854384588,5,2.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
7.001237604505149,5,3.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
8.00200401856273,5,4.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
9.001172481453978,5,5.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
10.001399129687343,5,6.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
11.001787314657122,5,7.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
12.000956517687882,5,8.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
13.001012222084682,5,9.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
14.000856300699525,5,10.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
15.000850378288305,5,11.5,0.1,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
16.00171762476384,5,12.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
17.001101503017708,5,13.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
18.000791380298324,5,14.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
19.001088284596335,5,15.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
20.0009920426819,5,16.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
21.000687801046297,5,17.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
22.00068520831701,5,18.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
23.000579172134167,5,19.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
24.000565135924262,5,20.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
25.00120921274356,5,21.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
26.00048838998191,5,22.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
27.000477567344205,5,23.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
28.00110500502342,5,24.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
29.000747696627514,5,25.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
30.000367388216542,5,26.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
31.000331094706777,5,27.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
32.00065281651041,5,28.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
33.0007985381817,5,29.5,0.0,0.0,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
34.00036223848292,5,30.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
35.00031191619928,5,31.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
36.000514594081324,5,32.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
37.00046924462367,5,33.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
38.00184086414811,5,34.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
39.000386481915484,5,35.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
40.00014316570014,5,36.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
41.00035893541644,5,37.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
42.00031470491376,5,38.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
43.00000651049777,5,39.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
44.00025636833743,5,40.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
45.00027022596623,5,41.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
46.000565070455195,5,42.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
47.00019889585383,5,43.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
48.00034372166556,5,44.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
49.00014637829736,5,45.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
50.00018654546875,5,46.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
50.999852709588595,5,47.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
52.00019141974917,5,48.5,0.0,0.0,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
53.00008788907144,5,49.5,0.0,0.0,0,0,0,0,0,0.0,957.4609375,272,b'TRUE',b'TRUE'
54.001033363092574,5,50.5,0.0,0.0,0,0,0,0,0,0.0,957.4609375,272,b'TRUE',b'TRUE'
55.00044217254617,5,51.5,0.0,0.7000000000000001,0,0,0,0,0,0.0,957.4609375,272,b'TRUE',b'TRUE'
55.999968860676745,5,52.5,0.0,1.7000000000000002,0,0,0,0,0,0.0,957.4609375,272,b'TRUE',b'TRUE'
57.00000655016629,5,53.5,0.0,2.7,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
57.9995869291306,5,54.5,0.0,3.7,0,0,0,0,0,0.0,957.65625,272,b'TRUE',b'TRUE'
58.999543755242485,5,55.5,0.0,4.7,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
59.99955658146064,5,56.5,0.0,4.9,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
60.999456233053934,5,57.5,0.0,4.9,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
61.99950255107251,5,58.5,0.0,4.9,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
62.999409868891235,5,59.5,0.0,4.9,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
63.999409988420666,5,60.5,0.0,4.9,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
64.99946981598623,5,61.5,0.0,4.9,0,0,0,0,0,0.0,957.8515625,272,b'TRUE',b'TRUE'
65.9997836460534,5,62.5,0.0,4.9,0,0,0,0,0,0.0,958.046875,272,b'TRUE',b'TRUE'
66.99942773918156,5,63.5,0.0,5.1000000000000005,0,0,0,0,0,0.0,958.2421875,272,b'TRUE',b'TRUE'
68.00076929663192,5,64.5,0.0,6.1000000000000005,0,0,0,0,0,0.0,958.4375,272,b'TRUE',b'TRUE'
69.00078983618005,5,65.5,0.0,7.1000000000000005,0,0,0,0,0,0.0,958.6328125,272,b'TRUE',b'TRUE'
69.99931172783545,5,66.5,0.0,8.1,0,0,0,0,0,0.0,958.6328125,272,b'TRUE',b'TRUE'
70.99938249388651,5,67.5,0.0,9.1,0,0,0,0,0,0.0,958.6328125,272,b'TRUE',b'TRUE'
71.99937325804785,5,68.5,0.0,10.100000000000001,0,0,0,0,0,0.0,958.6328125,272,b'TRUE',b'TRUE'
72.99969035173126,5,69.5,0.0,11.100000000000001,0,0,0,0,0,0.0,958.6328125,272,b'TRUE',b'TRUE'
74.00100881965773,5,70.5,0.0,12.100000000000001,0,0,0,0,0,0.0,958.828125,272,b'TRUE',b'TRUE'
74.99961725383764,5,71.5,0.0,13.100000000000001,0,0,0,0,0,0.0,959.0234375,272,b'TRUE',b'TRUE'
75.99969087608042,5,72.5,0.0,14.100000000000001,0,0,0,0,0,0.0,959.21875,272,b'TRUE',b'TRUE'
77.00001760481973,5,73.5,0.0,15.100000000000001,0,0,0,0,0,0.0,959.21875,272,b'TRUE',b'TRUE'
77.99996933102375,5,74.5,0.0,16.1,0,0,0,0,0,0.0,959.21875,272,b'TRUE',b'TRUE'
79.0008621878078,5,75.5,0.0,17.1,0,0,0,0,0,0.0,959.21875,272,b'TRUE',b'TRUE'
80.00013214154751,5,76.5,0.0,18.1,0,0,0,0,0,0.0,959.4140625,272,b'TRUE',b'TRUE'
80.99949509564613,5,77.5,0.0,19.1,0,0,0,0,0,0.0,959.4140625,272,b'TRUE',b'TRUE'
81.99949459916388,5,78.5,0.0,20.1,0,0,0,0,0,0.0,959.4140625,272,b'TRUE',b'TRUE'
82.99916810383729,5,79.5,0.0,21.1,0,0,0,0,0,0.0,959.609375,272,b'TRUE',b'TRUE'
83.99956061033299,5,80.5,0.0,22.1,0,0,0,0,0,0.0,959.765625,272,b'TRUE',b'TRUE'
84.9993559056602,5,81.5,0.0,23.1,0,0,0,0,0,0.0,959.765625,272,b'TRUE',b'TRUE'
85.99932868992619,5,82.5,0.0,24.1,0,0,0,0,0,0.0,960.15625,272,b'TRUE',b'TRUE'
86.99981847511663,5,83.5,0.0,25.1,0,0,0,0,0,0.0,960.15625,272,b'TRUE',b'TRUE'
87.99931817421748,5,84.5,0.0,26.1,0,0,0,0,0,0.0,960.15625,272,b'TRUE',b'TRUE'
