timestamps,Air_pInMnfMdlFilMaxBnk1,Air_pInMnfMdlFilMinBnk1,Air_pInMnfRawFilMaxBnk1,Air_pInMnfRawFilMinBnk1,Disp_dstTot,Eng_dMisfRoadThd,Eng_rPurgeTnk,Eng_vMisfWhlVld,Exh_bPfilRgnStge2,Veh_ctHiDiagEngOff,Veh_ctLoDiagEngOff,Veh_ctLoIniDiagEngOff,Veh_v,Air_bChk_pInMnfBnk1,Eng_bMisfRoad,Eng_bStrtEndCyc,Exh_bOxiCat1Bnk1AdpFin
0.0,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.018576214890117626,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.038655285361073766,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.05853337514554369,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.07861544532806874,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.09859352550392941,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.11862560049098647,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.1385036902754564,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.15863375584604,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.17997170534295037,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.19884689150308077,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.21877897609874708,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.23870706107891237,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.2586361459627824,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.27871521643373853,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.29884428210039005,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.3189753475746784,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.33870345177228955,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.35883251743894107,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.378710607223411,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.39899065838085335,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.418777756909094,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.4389138219032702,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.45879291159144486,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.4788719820626284,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.49890105733788914,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5189331323247188,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5387602270097887,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5588392974805174,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5787683823646148,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5989974384224297,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.6188285327232279,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.6388066128988612,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.6587856929784266,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.6788647634496101,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.6988938387248709,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7189249138077685,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7387540083004751,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7588330787716586,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7787621636555286,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7989412245176482,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.8188223140139144,0.0,0.0,0.0,0.0,1880748,3.0000474717881938,0.0,15,0,32,32,32,0.0,b'FALSE',b'FALSE',b'FALSE',b'FALSE'
