timestamps,Air_pMeanTolSensBnk1,Air_pMeanVldSig,Air_tInBnk1,Air_TInMnfBnk1,Eng_AddLamAdpn_Bnk1,Eng_facAdpnPurgeTnk,Eng_FacLamAdpn_Bnk1,Eng_FacLamAdpn_Fu2Bnk1,Eng_tCo,Eng_tCoRaw,Eng_tCoStopFirst,Eng_tCoStrtFirst,Eng_tCoStrtFirstRaw,Eng_tiAftFirstStrt,Eng_tiAftStrt,Eng_tOilSwmpRaw,Exh_facAftCatAdpnBnk1,Exh_facOscCatBnk1,Exh_mOxiCat1Bnk1,Exh_resElmtSens2Bnk1,FuSLp_pSp,Veh_bMil,Veh_facAlti,Veh_pEnv,Veh_pEnvRaw,Veh_tEnv,Veh_tiDiagRefEngOff,Veh_tiDifDiagEngOff,Air_bSensVld_pEnv,Eng_bIdl,Eng_bLamAdpnAdd_Bnk1,Eng_bLamAdpnAddFinCyc_Bnk1,Eng_bLamAdpnFac_Bnk1,Eng_bLamAdpnFac_Fu2Bnk1,Eng_bLamAdpnFacFinCyc_Bnk1,Eng_bLamAdpnFailSusp,Eng_bLamAdpnStabAdd_Bnk1,Eng_bLamAdpnStabFac_Fu2Bnk1,Exh_bSens1RdyBnk1,FuSHp_bDiagPinPntEna,FuSHp_bDiagVlvStuckClsEna,FuSHp_bDiagVlvStuckOpEna
0.0,0.0,0.0,-48.0,-273.24,0.0,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.06000000000006,66.96000000000004,69.06000000000006,69.06000000000006,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.890625,958.828125,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.09990186753566377,0.0,0.0,-48.0,-273.24,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.06000000000006,66.96000000000004,69.06000000000006,69.06000000000006,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.890625,957.8515625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.2000107037019916,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.06000000000006,66.96000000000004,69.06000000000006,69.06000000000006,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.890625,957.8515625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.3000155556364916,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.06000000000006,66.96000000000004,69.06000000000006,69.06000000000006,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.8515625,957.65625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.4000174080138095,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.16000000000003,66.96000000000004,69.06000000000006,69.16000000000003,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.8515625,957.65625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5000668864813633,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.16000000000003,66.96000000000004,69.06000000000006,69.16000000000003,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.8515625,957.8515625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5999273165361956,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.16000000000003,66.96000000000004,69.06000000000006,69.16000000000003,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.945556640625,957.8515625,957.65625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.6999797224125359,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.16000000000003,66.96000000000004,69.06000000000006,69.16000000000003,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.94549560546875,957.8125,957.65625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7999381401314167,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.06000000000006,69.16000000000003,66.96000000000004,69.06000000000006,69.16000000000003,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.94549560546875,957.8125,957.65625,-6.75,137,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.9000425394624472,0.0,0.0,1.5,1.5600000000000023,0.609375,0.927734375,0.9881591796875,0.9853515625,69.16000000000003,69.16000000000003,66.96000000000004,69.16000000000003,69.16000000000003,0.0,0.0,43.660000000000025,0.003265380859375,1.0625,617.7,0.0,500.0,0,0.94549560546875,957.8125,957.8515625,-6.75,137,277,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
