timestamps,Air_pMeanTolSensBnk1,Air_pMeanVldSig,Air_tInBnk1,Air_TInMnfBnk1,Eng_AddLamAdpn_Bnk1,Eng_facAdpnPurgeTnk,Eng_FacLamAdpn_Bnk1,Eng_FacLamAdpn_Fu2Bnk1,Eng_tCo,Eng_tCoRaw,Eng_tCoStopFirst,Eng_tCoStrtFirst,Eng_tCoStrtFirstRaw,Eng_tiAftFirstStrt,Eng_tiAftStrt,Eng_tOilSwmpRaw,Exh_facAftCatAdpnBnk1,Exh_facOscCatBnk1,Exh_mOxiCat1Bnk1,Exh_resElmtSens2Bnk1,FuSLp_pSp,Veh_bMil,Veh_facAlti,Veh_pEnv,Veh_pEnvRaw,Veh_tEnv,Veh_tiDiagRefEngOff,Veh_tiDifDiagEngOff,Air_bSensVld_pEnv,Eng_bIdl,Eng_bLamAdpnAdd_Bnk1,Eng_bLamAdpnAddFinCyc_Bnk1,Eng_bLamAdpnFac_Bnk1,Eng_bLamAdpnFac_Fu2Bnk1,Eng_bLamAdpnFacFinCyc_Bnk1,Eng_bLamAdpnFailSusp,Eng_bLamAdpnStabAdd_Bnk1,Eng_bLamAdpnStabFac_Fu2Bnk1,Exh_bSens1RdyBnk1,FuSHp_bDiagPinPntEna,FuSHp_bDiagVlvStuckClsEna,FuSHp_bDiagVlvStuckOpEna
0.0,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.0999770000053104,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.20005200000014156,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.2999279999930877,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.4000450000021374,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.4999709999974584,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.5999849999934668,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.7000039999984438,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.8000179999944521,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
0.899890000000596,22.5,956.640625,12.75,13.460000000000036,-1.40625,0.0,1.0186767578125,1.02099609375,29.960000000000036,29.960000000000036,65.46000000000004,29.960000000000036,29.960000000000036,0.0,0.0,23.860000000000014,0.0,0.703125,770.0,0.0,501.90000000000003,1,0.94439697265625,956.6796875,956.6796875,-3.75,3,0,b'TRUE',b'TRUE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE',b'FALSE'
