timestamps,FuSHp_pCtlBnk1,Veh_bSailEna
6.74746558406332,-0.122,b'TRUE'
6.767951578483917,-0.122,b'TRUE'
6.787985573071637,-0.11800000000000001,b'TRUE'
6.808168567615212,-0.11800000000000001,b'TRUE'
6.828503562108381,-0.11800000000000001,b'TRUE'
6.848941556585487,-0.122,b'TRUE'
6.869276551093208,-0.122,b'TRUE'
6.889560545605491,-0.126,b'TRUE'
6.909946540108649,-0.126,b'TRUE'
6.9304885345482035,-0.126,b'TRUE'
6.951037528997404,-0.126,b'TRUE'
6.971424523479072,-0.126,b'TRUE'
6.9919605179311475,-0.128,b'TRUE'
7.012395512414514,-0.128,b'TRUE'
7.032981506854412,-0.128,b'TRUE'
7.053370501336758,-0.128,b'TRUE'
7.073956495776656,-0.126,b'TRUE'
7.094901490112534,-0.128,b'TRUE'
7.1153364845959,-0.128,b'TRUE'
7.135974479009747,-0.128,b'TRUE'
7.15655947344203,-0.13,b'TRUE'
7.177346467826283,-0.132,b'TRUE'
7.198032462241827,-0.132,b'TRUE'
7.2189184565941105,-0.136,b'TRUE'
7.239457451039925,-0.136,b'TRUE'
7.26029744540574,-0.138,b'TRUE'
7.280991439809441,-0.138,b'TRUE'
7.3018274341884535,-0.138,b'TRUE'
7.322317428639508,-0.14,b'TRUE'
7.343310422977083,-0.14,b'TRUE'
7.364147417334607,-0.14200000000000002,b'TRUE'
7.385033411686891,-0.14400000000000002,b'TRUE'
7.405970406034612,-0.148,b'TRUE'
7.427108400326688,-0.146,b'TRUE'
7.448047394660534,-0.146,b'TRUE'
7.468983389000641,-0.146,b'TRUE'
7.489969383328571,-0.14200000000000002,b'TRUE'
7.510974377655657,-0.14,b'TRUE'
7.531961371976649,-0.14,b'TRUE'
7.55290136631811,-0.138,b'TRUE'
7.573837360658217,-0.138,b'TRUE'
7.594875354974647,-0.134,b'TRUE'
7.615866349296994,-0.128,b'TRUE'
7.636905343621038,-0.122,b'TRUE'
7.657943337937468,-0.12,b'TRUE'
7.678980332246283,-0.11,b'TRUE'
7.700119326531421,-0.106,b'TRUE'
7.721161320849205,-0.098,b'TRUE'
7.742352315122844,-0.10200000000000001,b'TRUE'
7.763845309309545,-0.094,b'TRUE'
7.784931303613121,-0.09,b'TRUE'
7.805968297921936,-0.088,b'TRUE'
7.827006292238366,-0.08600000000000001,b'TRUE'
7.848204286507098,-0.078,b'TRUE'
7.869290280810674,-0.074,b'TRUE'
7.890128275175812,-0.07,b'TRUE'
7.911027269525221,-0.076,b'TRUE'
7.932064263834036,-0.082,b'TRUE'
7.952953258194611,-0.088,b'TRUE'
7.973941252523218,-0.084,b'TRUE'
7.994476246967679,-0.088,b'TRUE'
8.015363241327577,-0.08600000000000001,b'TRUE'
8.036203235693392,-0.084,b'TRUE'
8.056939230082207,-0.074,b'TRUE'
8.077525224522105,-0.078,b'TRUE'
8.098311218898743,-0.076,b'TRUE'
8.118947213326464,-0.07200000000000001,b'TRUE'
8.139536207760102,-0.074,b'TRUE'
8.160228202163125,-0.076,b'TRUE'
8.1809721965692,-0.08,b'TRUE'
8.201862190922839,-0.078,b'TRUE'
8.222297185391653,-0.078,b'TRUE'
8.242938179813791,-0.082,b'TRUE'
8.263975174122606,-0.078,b'TRUE'
8.284911168477265,-0.074,b'TRUE'
8.305397162926965,-0.078,b'TRUE'
8.326133157330332,-0.082,b'TRUE'
8.346972151703085,-0.078,b'TRUE'
8.367910146043869,-0.07200000000000001,b'TRUE'
8.38829514052486,-0.07200000000000001,b'TRUE'
8.408936134946998,-0.078,b'TRUE'
8.429573129367782,-0.076,b'TRUE'
8.45006412382645,-0.074,b'TRUE'
8.470403118335526,-0.078,b'TRUE'
8.490946112782694,-0.078,b'TRUE'
8.511130107319332,-0.08,b'TRUE'
8.53141510183923,-0.08,b'TRUE'
8.551552096396335,-0.076,b'TRUE'
8.57184209091065,-0.078,b'TRUE'
8.591926085486193,-0.078,b'TRUE'
8.612120080026216,-0.07,b'TRUE'
8.632304074577405,-0.07200000000000001,b'TRUE'
8.652541069110157,-0.074,b'TRUE'
8.672925063598086,-0.07200000000000001,b'TRUE'
8.692919058186817,-0.07200000000000001,b'TRUE'
8.712952052781475,-0.068,b'TRUE'
8.732986047369195,-0.07,b'TRUE'
8.75307404193154,-0.07,b'TRUE'
8.773013036538032,-0.068,b'TRUE'
8.792946031157044,-0.066,b'TRUE'
8.812784025794826,-0.068,b'TRUE'
8.832516020454932,-0.068,b'TRUE'
8.852352015092038,-0.066,b'TRUE'
8.872035009786487,-0.066,b'TRUE'
8.891919004410738,-0.068,b'TRUE'
8.911601999090635,-0.07200000000000001,b'TRUE'
8.931283993762918,-0.074,b'TRUE'
8.950918988455669,-0.078,b'TRUE'
8.970817983077723,-0.08,b'TRUE'
8.990408977784682,-0.08,b'TRUE'
9.01010097246035,-0.08,b'TRUE'
9.029934967096779,-0.074,b'TRUE'
9.04952896181203,-0.07,b'TRUE'
9.06946195641649,-0.064,b'TRUE'
9.089144951096387,-0.056,b'TRUE'
9.108926945744315,-0.048,b'TRUE'
9.128865940365358,-0.046,b'TRUE'
9.14850093505811,-0.044,b'TRUE'
9.168283929713652,-0.046,b'TRUE'
9.187964924392872,-0.04,b'TRUE'
9.207455919124186,-0.05,b'TRUE'
9.227141913797823,-0.058,b'TRUE'
9.246927908447105,-0.06,b'TRUE'
9.266208903238294,-0.06,b'TRUE'
9.285941897906014,-0.062,b'TRUE'
9.305322892672848,-0.054,b'TRUE'
9.324908887370839,-0.056,b'TRUE'
9.34404288220685,-0.054,b'TRUE'
9.363331876986194,-0.056,b'TRUE'
9.382963871685206,-0.054,b'TRUE'
9.40234786644578,-0.052000000000000005,b'TRUE'
9.421930861150031,-0.05,b'TRUE'
9.44141485588625,-0.042,b'TRUE'
9.461146850546356,-0.046,b'TRUE'
9.480933845203253,-0.042,b'TRUE'
9.500518839908182,-0.038,b'TRUE'
9.520200834595016,-0.036000000000000004,b'TRUE'
9.539933829262736,-0.04,b'TRUE'
9.55986782387481,-0.04,b'TRUE'
9.57935781859851,-0.042,b'TRUE'
9.599139813246438,-0.046,b'TRUE'
9.618983807886252,-0.046,b'TRUE'
9.638919802499004,-0.048,b'TRUE'
9.6584057972359,-0.042,b'TRUE'
9.67813879190362,-0.042,b'TRUE'
9.697934786556289,-0.032,b'TRUE'
9.717516781252925,-0.014,b'TRUE'
9.736951776008937,-0.002,b'TRUE'
9.756382770749042,-0.016,b'TRUE'
9.775919769206666,-0.03,b'TRUE'
9.794949770002859,-0.042,b'TRUE'
9.813929770782124,-0.048,b'TRUE'
9.833012771574431,-0.048,b'TRUE'
9.852142772360821,-0.048,b'TRUE'
9.871222773159388,-0.048,b'TRUE'
9.890207773947623,-0.05,b'TRUE'
9.909288774739252,-0.05,b'TRUE'
9.928518775530392,-0.05,b'TRUE'
9.94785377633525,-0.052000000000000005,b'TRUE'
9.966890777126537,-0.056,b'TRUE'
9.985921777915792,-0.062,b'TRUE'
10.005101778704557,-0.06,b'TRUE'
10.024333779496374,-0.058,b'TRUE'
10.04351678029343,-0.056,b'TRUE'
10.062948781109299,-0.056,b'TRUE'
10.082176781899761,-0.056,b'TRUE'
10.101306782686152,-0.058,b'TRUE'
10.12039578348049,-0.058,b'TRUE'
10.139424784269067,-0.058,b'TRUE'
10.158811785076978,-0.056,b'TRUE'
10.177841785858618,-0.054,b'TRUE'
10.196469786635134,-0.056,b'TRUE'
10.215353787425556,-0.058,b'TRUE'
10.234286788210738,-0.062,b'TRUE'
10.252964788975078,-0.064,b'TRUE'
10.271542789749219,-0.062,b'TRUE'
10.290118790522683,-0.066,b'TRUE'
10.30890479129448,-0.068,b'TRUE'
10.327482792068622,-0.066,b'TRUE'
10.346064792844118,-0.064,b'TRUE'
10.364844793613884,-0.064,b'TRUE'
10.38332979437837,-0.062,b'TRUE'
10.401959795155562,-0.062,b'TRUE'
10.420437795924954,-0.06,b'TRUE'
10.439066796694533,-0.06,b'TRUE'
10.457945797475986,-0.06,b'TRUE'
10.476372798235388,-0.058,b'TRUE'
10.49495379900327,-0.058,b'TRUE'
10.513532799770474,-0.058,b'TRUE'
10.53216080054699,-0.056,b'TRUE'
10.550942801331985,-0.054,b'TRUE'
10.569216802090523,-0.052000000000000005,b'TRUE'
10.587845802860102,-0.052000000000000005,b'TRUE'
10.606172803614754,-0.052000000000000005,b'TRUE'
10.624801804384333,-0.052000000000000005,b'TRUE'
10.642931805137778,-0.052000000000000005,b'TRUE'
10.661105805891566,-0.05,b'TRUE'
10.679327806647052,-0.048,b'TRUE'
10.697505807402194,-0.046,b'TRUE'
10.715782808154472,-0.048,b'TRUE'
10.733922808911302,-0.048,b'TRUE'
10.75189980964933,-0.042,b'TRUE'
10.769973810398369,-0.044,b'TRUE'
10.78795081115095,-0.044,b'TRUE'
10.805926811895915,-0.044,b'TRUE'
10.823960812645964,-0.042,b'TRUE'
10.841937813383993,-0.042,b'TRUE'
10.859910814135219,-0.044,b'TRUE'
10.87793681488256,-0.044,b'TRUE'
10.895867815619567,-0.042,b'TRUE'
10.913492816354847,-0.042,b'TRUE'
10.9311678170925,-0.04,b'TRUE'
10.948942817820353,-0.04,b'TRUE'
10.966818818560569,-0.036000000000000004,b'TRUE'
10.984192819276359,-0.034,b'TRUE'
11.00191582001571,-0.032,b'TRUE'
11.019136820730637,-0.03,b'TRUE'
11.036913821473718,-0.022,b'TRUE'
11.054137822182383,-0.016,b'TRUE'
11.071511822898174,-0.02,b'TRUE'
11.088937823631568,-0.03,b'TRUE'
11.106411824352108,-0.036000000000000004,b'TRUE'
11.123936825068085,-0.04,b'TRUE'
11.141059825778939,-0.042,b'TRUE'
11.15838182650623,-0.046,b'TRUE'
11.175905827229144,-0.046,b'TRUE'
11.193028827939997,-0.048,b'TRUE'
11.210152828643913,-0.048,b'TRUE'
11.227369829357485,-0.046,b'TRUE'
11.24484783007938,-0.044,b'TRUE'
11.261916830786504,-0.046,b'TRUE'
11.278936831498868,-0.048,b'TRUE'
11.296059832209721,-0.05,b'TRUE'
11.313283832918387,-0.048,b'TRUE'
11.33040683362924,-0.05,b'TRUE'
11.347333834331948,-0.05,b'TRUE'
11.364306835035677,-0.048,b'TRUE'
11.381226835743291,-0.048,b'TRUE'
11.398095836440916,-0.05,b'TRUE'
11.414922837138874,-0.05,b'TRUE'
11.431492837815313,-0.048,b'TRUE'
11.448213838521042,-0.048,b'TRUE'
11.464935839205282,-0.048,b'TRUE'
11.481257839885075,-0.048,b'TRUE'
11.497878840571502,-0.054,b'TRUE'
11.514198841250618,-0.06,b'TRUE'
11.530468841927359,-0.058,b'TRUE'
11.546939842606662,-0.06,b'TRUE'
11.562959843271528,-0.06,b'TRUE'
11.579223843946238,-0.06,b'TRUE'
11.595392844610615,-0.06,b'TRUE'
11.611412845275481,-0.066,b'TRUE'
11.627478845941368,-0.068,b'TRUE'
11.643801846614224,-0.07200000000000001,b'TRUE'
11.659764847281622,-0.074,b'TRUE'
11.675482847931562,-0.078,b'TRUE'
11.691456848595408,-0.08,b'TRUE'
11.707522849261295,-0.078,b'TRUE'
11.723446849922766,-0.074,b'TRUE'
11.73931185057154,-0.07200000000000001,b'TRUE'
11.755180851236219,-0.068,b'TRUE'
11.771148851898033,-0.064,b'TRUE'
11.787064852556796,-0.066,b'TRUE'
11.80293285321386,-0.07200000000000001,b'TRUE'
11.818896853874321,-0.076,b'TRUE'
11.834867854544427,-0.08,b'TRUE'
11.850435855187243,-0.084,b'TRUE'
11.866202855831943,-0.092,b'TRUE'
11.881917856488144,-0.092,b'TRUE'
11.897934857159271,-0.084,b'TRUE'
11.913401857789722,-0.078,b'TRUE'
11.92901585844811,-0.08,b'TRUE'
11.944786859094165,-0.078,b'TRUE'
11.960201859736117,-0.07200000000000001,b'TRUE'
11.975915860384703,-0.074,b'TRUE'
11.991081861007842,-0.074,b'TRUE'
12.006500861651148,-0.07200000000000001,b'TRUE'
12.021914862285485,-0.07,b'TRUE'
12.0372308629303,-0.068,b'TRUE'
12.052346863551065,-0.068,b'TRUE'
12.067509864180465,-0.068,b'TRUE'
12.082876864820719,-0.068,b'TRUE'
12.097836865432328,-0.068,b'TRUE'
12.11275186605053,-0.066,b'TRUE'
12.127412866670056,-0.066,b'TRUE'
12.14237686728302,-0.066,b'TRUE'
12.157188867902732,-0.064,b'TRUE'
12.17195386851381,-0.062,b'TRUE'
12.186915869126096,-0.058,b'TRUE'
12.201839869754622,-0.05,b'TRUE'
12.216399870347232,-0.052000000000000005,b'TRUE'
12.231163870965247,-0.054,b'TRUE'
12.24592787156871,-0.056,b'TRUE'
12.260940872190986,-0.056,b'TRUE'
12.27556187279697,-0.052000000000000005,b'TRUE'
12.290230873404653,-0.054,b'TRUE'
12.304941874026554,-0.058,b'TRUE'
12.319901874638163,-0.056,b'TRUE'
12.334425875247689,-0.054,b'TRUE'
12.349086875852663,-0.058,b'TRUE'
12.363901876466116,-0.06,b'TRUE'
12.378460877065663,-0.058,b'TRUE'
12.393074877676554,-0.058,b'TRUE'
12.40779087827832,-0.06,b'TRUE'
12.422150878875982,-0.06,b'TRUE'
12.43691587948706,-0.058,b'TRUE'
12.451226880089962,-0.058,b'TRUE'
12.465889880695613,-0.058,b'TRUE'
12.48009988128615,-0.058,b'TRUE'
12.49481388188724,-0.056,b'TRUE'
12.508971882474725,-0.056,b'TRUE'
12.523234883061377,-0.058,b'TRUE'
12.53749488365429,-0.058,b'TRUE'
12.551908884255681,-0.056,b'TRUE'
12.566017884833855,-0.056,b'TRUE'
12.580124885425903,-0.054,b'TRUE'
12.594187886003056,-0.054,b'TRUE'
