timestamps,Eng_ctMisfCatThd,Eng_ctMisfEmiThd,Eng_tqAlt,Eng_bMisfFirstIntlCyc
0.0,0,140,0.0,b'TRUE'
0.034991595428436995,0,140,0.0,b'TRUE'
0.07249987406248692,0,140,0.0,b'TRUE'
0.09087456115230452,0,140,0.0,b'TRUE'
0.10856033494928852,0,140,0.0,b'TRUE'
0.1375776823842898,0,140,0.0,b'TRUE'
0.15268578064569738,0,140,0.0,b'TRUE'
0.16484025069803465,0,140,0.0,b'TRUE'
0.1805062787461793,0,140,0.0,b'TRUE'
0.1930596985766897,0,140,0.0,b'TRUE'
0.20451725635211915,0,140,0.0,b'TRUE'
0.21850049620843492,0,140,0.0,b'TRUE'
0.2300960366264917,0,140,0.0,b'TRUE'
0.24014377186540514,0,140,0.0,b'TRUE'
0.25149234336277004,0,140,0.0,b'TRUE'
0.262445964559447,0,140,0.0,b'TRUE'
0.27178578890743665,0,140,0.0,b'TRUE'
0.2824794428452151,0,140,0.0,b'TRUE'
0.29246818550745957,0,140,0.0,b'TRUE'
0.30115709180245176,0,140,0.0,b'TRUE'
0.3109998528379947,0,140,0.0,b'TRUE'
0.320489658304723,0,140,0.0,b'TRUE'
0.32877561531495303,0,140,0.0,b'TRUE'
0.33802445110632107,0,140,0.0,b'TRUE'
0.34676735059474595,0,140,0.0,b'TRUE'
0.35484933327825274,0,140,0.0,b'TRUE'
0.36344225163338706,0,140,0.0,b'TRUE'
0.3718301957997028,0,140,0.0,b'TRUE'
0.37951522844377905,0,140,0.0,b'TRUE'
0.3877471922460245,0,140,0.0,b'TRUE'
0.39583417429821566,0,140,0.0,b'TRUE'
0.4034662136109546,0,140,0.0,b'TRUE'
0.41116224486904684,0,140,0.0,b'TRUE'
0.4189962587697664,0,140,0.0,b'TRUE'
0.42643232275440823,0,140,0.0,b'TRUE'
0.43390738182642963,0,140,0.0,b'TRUE'
0.44144243335176725,0,140,0.0,b'TRUE'
0.44852854138298426,0,140,0.0,b'TRUE'
0.45595860612229444,0,140,0.0,b'TRUE'
0.46343766470090486,0,140,0.0,b'TRUE'
0.4704667799087474,0,140,0.0,b'TRUE'
0.4774968949932372,0,140,0.0,b'TRUE'
0.4847239852824714,0,140,0.0,b'TRUE'
0.49150313195423223,0,140,0.0,b'TRUE'
0.4985842406167649,0,140,0.0,b'TRUE'
0.5056713485246291,0,140,0.0,b'TRUE'
0.512406500740326,0,140,0.0,b'TRUE'
0.5194436149322428,0,140,0.0,b'TRUE'
0.5264277358073741,0,140,0.0,b'TRUE'
0.5329039206117159,0,140,0.0,b'TRUE'
0.5396850670367712,0,140,0.0,b'TRUE'
0.5465722001245013,0,140,0.0,b'TRUE'
0.5530973787681432,0,140,0.0,b'TRUE'
0.5598375303525245,0,140,0.0,b'TRUE'
0.5666236761317123,0,140,0.0,b'TRUE'
0.5730498672346584,0,140,0.0,b'TRUE'
0.579732026119018,0,140,0.0,b'TRUE'
0.5865181719127577,0,140,0.0,b'TRUE'
0.5929433631390566,0,140,0.0,b'TRUE'
0.599573528568726,0,140,0.0,b'TRUE'
0.6064056685718242,0,140,0.0,b'TRUE'
0.6125818911386887,0,140,0.0,b'TRUE'
0.6193680369324284,0,140,0.0,b'TRUE'
0.6258462214900646,0,140,0.0,b'TRUE'
0.6323714001337066,0,140,0.0,b'TRUE'
0.6387036030646414,0,140,0.0,b'TRUE'
0.6453767630737275,0,140,0.0,b'TRUE'
0.6516069788485765,0,140,0.0,b'TRUE'
0.6580871631595073,0,140,0.0,b'TRUE'
0.6647093295905506,0,140,0.0,b'TRUE'
0.670999537804164,0,140,0.0,b'TRUE'
0.6775347151851747,0,140,0.0,b'TRUE'
0.6840598938288167,0,140,0.0,b'TRUE'
0.6903950963896932,0,140,0.0,b'TRUE'
0.6967722936533391,0,140,0.0,b'TRUE'
0.7033984595909715,0,140,0.0,b'TRUE'
0.709589680263889,0,140,0.0,b'TRUE'
0.7160718643135624,0,140,0.0,b'TRUE'
0.7225970429572044,0,140,0.0,b'TRUE'
0.7288362575927749,0,140,0.0,b'TRUE'
0.7354094301990699,0,140,0.0,b'TRUE'
0.7418376210553106,0,140,0.0,b'TRUE'
0.7481148309016135,0,140,0.0,b'TRUE'
0.7545880160905654,0,140,0.0,b'TRUE'
0.7610682004014961,0,140,0.0,b'TRUE'
0.7674004033324309,0,140,0.0,b'TRUE'
0.773822594928788,0,140,0.0,b'TRUE'
0.7804017667804146,0,140,0.0,b'TRUE'
0.7866899752552854,0,140,0.0,b'TRUE'
