timestamps,DiagIf_ctIumprDenom,DiagIf_tiIumprEngOnCum,DiagIf_tiIumprIdl,DiagIf_tiIumprVehSpdCum,Eng_ctMisfAdpPlausAbs,Eng_ctMisfAdpPlausNvm,Eng_ctMisfAdpPlausRel,Eng_ctMisfEmiIntl,Eng_ctMisfTiAdpRst,Exh_facOxiCat1Bnk1,Veh_pEnvLstDcy,Veh_tiEngOffEngSpdCyc,Air_bCAir_bChkCycCmpl_pEnvhk,Veh_bDiagEcuOffFin
0.0,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4461,b'TRUE',b'TRUE'
0.9999419999949168,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4462,b'TRUE',b'TRUE'
1.9999203389161264,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4463,b'TRUE',b'TRUE'
2.9999395226914203,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4464,b'TRUE',b'TRUE'
3.9999110095668584,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4465,b'TRUE',b'TRUE'
4.9997964984650025,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4466,b'TRUE',b'TRUE'
5.999774732554215,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4467,b'TRUE',b'TRUE'
6.999771995499032,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4468,b'TRUE',b'TRUE'
7.999736258832854,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4469,b'TRUE',b'TRUE'
8.998588664384442,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4470,b'TRUE',b'TRUE'
9.998516611027298,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4471,b'TRUE',b'TRUE'
10.998534557133098,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4472,b'TRUE',b'TRUE'
11.998557804065058,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4473,b'TRUE',b'TRUE'
12.998484939860646,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4474,b'TRUE',b'TRUE'
13.998515075349133,10,0.0,0.0,0.0,0,0,0,0,0,0.0,956.6796875,4475,b'TRUE',b'TRUE'
