timestamps,Air_pInMnfMdlFilMaxBnk1,Air_pInMnfMdlFilMinBnk1,Air_pInMnfRawFilMaxBnk1,Air_pInMnfRawFilMinBnk1,Disp_dstTot,Eng_dMisfRoadThd,Eng_rPurgeTnk,Eng_vMisfWhlVld,Exh_bPfilRgnStge2,Veh_ctHiDiagEngOff,Veh_ctLoDiagEngOff,Veh_ctLoIniDiagEngOff,Veh_v,Air_bChk_pInMnfBnk1,Eng_bMisfRoad,Eng_bStrtEndCyc,Exh_bOxiCat1Bnk1AdpFin
0.0,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.01998700000694953,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.03901900000346359,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.06000599999970291,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.07983600000443403,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.10002300000633113,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.11996599999838509,0.0,0.0,950.15625,950.15625,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.13999799999874085,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.15987899999890942,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.17996000000857748,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.2000019999977667,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.21998599999642465,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.23901400000613648,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.25999900000169873,0.0,0.0,950.15625,950.15625,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.27988899999763817,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.3000250000040978,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.3199129999993602,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.33994499999971595,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.35987800000293646,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
0.3799600000056671,0.0,0.0,951.171875,951.171875,2760128,3.4001668294270826,0.0,15,0,0,0,0,0.0,b'TRUE',b'FALSE',b'FALSE',b'FALSE'
